qid,doc_id_1,doc_id_2,doc_id_3,doc_id_4,doc_id_5
q_4db706b14d,d_6c8b749b65,d_b5693161c2,d_de01daec14,d_f8787907b3,d_647812641b
q_4ddd068057,d_e5a8c96f07,d_2696b56a1c,d_dd87e5ff2d,d_1699b2d47c,d_721df03545
q_4e30095434,d_4e8802e636,d_66ca9ede7e,d_f8b2945e8d,d_dd87e5ff2d,d_40fbbf0fca
q_4e4b562b86,d_f8b2945e8d,d_40fbbf0fca,d_ba5ca18f99,d_2696b56a1c,d_fba8d61ef9
q_4e60566c9e,d_61e313b506,d_21e0ba1f08,d_48b105390f,d_6090bc3aeb,d_6c4d07449c
q_4eb90573b6,d_6c8b749b65,d_2e1da709f9,d_c10a29351e,d_10c30d1a6c,d_20bb12859e
q_4f24f135a3,d_dd87e5ff2d,d_4e8802e636,d_66ca9ede7e,d_96ddd2839e,d_ce94f32ecd
q_503114cd11,d_2d7e346926,d_3d8e1ad86f,d_ce94f32ecd,d_9697d8c629,d_f5d1f4d96b
q_503c54a042,d_38f04ea58d,d_46e687baa4,d_f04703dac6,d_2a93df0cd3,d_9d7c376f06
q_508ec03df2,d_d85afb9609,d_e96752e1fe,d_615ceb0fcb,d_c08928b4cc,d_8b90552773
q_50dbf51c06,d_346e3b3d50,d_67a9ff3a20,d_addeb51081,d_a9a59816ed,d_b25f50310e
q_515336fe29,d_6c8b749b65,d_fb0f7e9797,d_b5693161c2,d_7ca81d60bb,d_3837ffb996
q_51a710671d,d_6c8b749b65,d_25550ee314,d_c10a29351e,d_b5693161c2,d_48b105390f
q_51bb320718,d_48b105390f,d_c7a07af3d0,d_61e313b506,d_3b103df4b8,d_96ddd2839e
q_51e2c9fc6a,d_04ba7f2e18,d_531c852674,d_b25f50310e,d_4a9981e720,d_c43cad7282
q_526a919d99,d_b74758c0fc,d_04962ca9ed,d_3953d4e782,d_d0b30d09b3,d_9d7c376f06
q_52c0523547,d_68644240fa,d_d58bcac2e4,d_61e313b506,d_6c22be023d,d_48b105390f
q_52dae69b86,d_58f5048e9c,d_61c2d77c65,d_8fbf57d7ce,d_0216234592,d_615ceb0fcb
q_530b6f8f0e,d_4e8802e636,d_66ca9ede7e,d_96ddd2839e,d_2696b56a1c,d_dd87e5ff2d
q_53d60bcb66,d_dd8bca0bb0,d_3429a1a6eb,d_ca79b1b741,d_aee4be7cac,d_435d80eff0
q_542ecc7e2e,d_67a9ff3a20,d_a3ea97ebfc,d_177212b4b9,d_dd8bca0bb0,d_168537aacb
q_553bc31780,d_eb1e8c0b16,d_089dba84fa,d_4dfa4ed962,d_327a0b5456,d_4754c12753
q_55b6f3f795,d_6c22be023d,d_d58bcac2e4,d_68644240fa,d_ce94f32ecd,d_dec756449e
q_55e40d34cf,d_d58bcac2e4,d_68644240fa,d_40fbbf0fca,d_6c22be023d,d_68874c6ad6
q_5768c97b34,d_6c8b749b65,d_fb0f7e9797,d_647812641b,d_cc4fd16867,d_25550ee314
q_57a17306f0,d_6090bc3aeb,d_21e0ba1f08,d_61e313b506,d_c24c04ae45,d_48b105390f
q_57c2178b23,d_25550ee314,d_a3ea97ebfc,d_8242b4ea41,d_d235ca1c7e,d_4d31bd4af0
q_5838ec9512,d_21e0ba1f08,d_6090bc3aeb,d_864ea6a455,d_6c4d07449c,d_a99e2c01f3
q_583d0346bd,d_2696b56a1c,d_7f3cc579a7,d_e96752e1fe,d_fba8d61ef9,d_39fd780536
q_584220357a,d_61e313b506,d_d235ca1c7e,d_48b105390f,d_25550ee314,d_b74758c0fc
q_59122e5b07,d_04ba7f2e18,d_531c852674,d_b25f50310e,d_40fbbf0fca,d_c43cad7282
q_59361c09b3,d_c7a07af3d0,d_1699b2d47c,d_48b105390f,d_3be090e466,d_61e313b506
q_596f4eefc1,d_346e3b3d50,d_a9a59816ed,d_083198d02d,d_27974a67a7,d_531c852674
q_5a06e0ca64,d_61e313b506,d_48b105390f,d_04ba7f2e18,d_f5245eda62,d_d235ca1c7e
q_5a12a2f8bf,d_61e313b506,d_cc4fd16867,d_384357bef5,d_eb1e8c0b16,d_2e1da709f9
q_5afc73d5db,d_e96752e1fe,d_4e8802e636,d_721df03545,d_58f5048e9c,d_2696b56a1c
q_5b52d33264,d_66ca9ede7e,d_4e8802e636,d_96ddd2839e,d_dd87e5ff2d,d_5e801f8663
q_5c30550c3d,d_61e313b506,d_48b105390f,d_04ba7f2e18,d_68874c6ad6,d_40fbbf0fca
q_5c5c78c776,d_25550ee314,d_fb0f7e9797,d_6c8b749b65,d_3b92c0aa24,d_647812641b
q_5c60ce7bcd,d_74af7b613e,d_3b103df4b8,d_874e7445b2,d_2c14115663,d_1e525dd61f
q_5c9edf43d2,d_21e0ba1f08,d_48b105390f,d_6090bc3aeb,d_04ba7f2e18,d_fac20a2a71
q_5ca4b903fa,d_6c4d07449c,d_3837ffb996,d_70e37b97b5,d_57e93fc894,d_a3ea97ebfc
q_5ca7a45077,d_70e37b97b5,d_3837ffb996,d_c6069f8aaf,d_61586847b7,d_d68f4ab7ea
q_5cb6bd9fdf,d_fe79ac9d04,d_289c761157,d_609e75c97a,d_e84594b7e4,d_c43cad7282
q_5d480e9704,d_e96752e1fe,d_8a5468809e,d_d85afb9609,d_998d99a4b7,d_8fbf57d7ce
q_5d6abd55c8,d_721df03545,d_dd87e5ff2d,d_2696b56a1c,d_e5a8c96f07,d_af7e1ac3a5
q_5d8888b79a,d_2d7e346926,d_9697d8c629,d_2eea1a7eec,d_ce94f32ecd,d_f9946fb039
q_5e034ebf95,d_4e8802e636,d_87849c8689,d_66ca9ede7e,d_a9dbfdbe77,d_b74758c0fc
q_5e0e502097,d_c8ea5907a4,d_1699b2d47c,d_addeb51081,d_f687b4ecee,d_9d7c376f06
q_5e1b4c997b,d_21e0ba1f08,d_04ba7f2e18,d_6c4d07449c,d_864ea6a455,d_61e313b506
q_5e6337592b,d_f8b2945e8d,d_a1369d3009,d_721df03545,d_dd87e5ff2d,d_87849c8689
q_5e788b6131,d_6c22be023d,d_d58bcac2e4,d_68644240fa,d_ce94f32ecd,d_7a75d1b6d8
q_5eab3e9b40,d_d85afb9609,d_61c2d77c65,d_8a5468809e,d_dec756449e,d_58f5048e9c
q_5ebfe5a1e5,d_6090bc3aeb,d_04ba7f2e18,d_48b105390f,d_b25f50310e,d_531c852674
q_5efa88ac98,d_c8ea5907a4,d_6c22be023d,d_0216234592,d_d58bcac2e4,d_21e0ba1f08
q_5f2dd7cac2,d_68644240fa,d_d58bcac2e4,d_61e313b506,d_6c22be023d,d_d235ca1c7e
q_5fcb3fcbc1,d_2d7e346926,d_ce94f32ecd,d_9697d8c629,d_2eea1a7eec,d_f5d1f4d96b
q_601b3badb7,d_6c8b749b65,d_3b12d1fbd6,d_25550ee314,d_647812641b,d_b5693161c2
q_602b4b0ba7,d_9d7c376f06,d_57e93fc894,d_04962ca9ed,d_eef4728b04,d_031bb856af
q_605925adad,d_48b105390f,d_61e313b506,d_74af7b613e,d_3b103df4b8,d_2e1da709f9
q_605b4c0e41,d_b9c02c51e7,d_a419174c33,d_9d7c376f06,d_031bb856af,d_f9946fb039
q_6066ad2e08,d_04ba7f2e18,d_6090bc3aeb,d_4a9981e720,d_531c852674,d_4e77c29dc6
q_6094913cd5,d_6c8b749b65,d_b5693161c2,d_d68f4ab7ea,d_e8a3e8a9f6,d_3b12d1fbd6
q_60bcfc48ba,d_04ba7f2e18,d_531c852674,d_6090bc3aeb,d_c43cad7282,d_4a9981e720
q_60d2235be4,d_721df03545,d_943e25b499,d_dec756449e,d_031bb856af,d_21e0ba1f08
q_6164fb07db,d_2d7e346926,d_ce94f32ecd,d_416995fc53,d_87849c8689,d_39fd780536
q_624a2e6184,d_6c8b749b65,d_fb0f7e9797,d_2eea1a7eec,d_25550ee314,d_3837ffb996
q_62b796515c,d_04ba7f2e18,d_531c852674,d_c43cad7282,d_4a9981e720,d_a9a59816ed
q_62f351d84a,d_384357bef5,d_06ec9a20c4,d_b2f62b4d48,d_8357734cfe,d_c965cc1c03
q_62f922eed5,d_a3ea97ebfc,d_4a9981e720,d_69e7c5a79c,d_9d7c376f06,d_da27422935
q_640c70c125,d_ce94f32ecd,d_fba8d61ef9,d_a9dbfdbe77,d_416995fc53,d_2696b56a1c
q_641fadfd2f,d_6c8b749b65,d_fb0f7e9797,d_647812641b,d_2eea1a7eec,d_d68f4ab7ea
q_644a2c1ae8,d_6c8b749b65,d_d68f4ab7ea,d_c6069f8aaf,d_fb0f7e9797,d_b5693161c2
q_644a918c83,d_ce94f32ecd,d_2eea1a7eec,d_2d7e346926,d_9697d8c629,d_f5d1f4d96b
q_64d9e06050,d_74af7b613e,d_3b103df4b8,d_874e7445b2,d_67a9ff3a20,d_2c14115663
q_653bff098f,d_04ba7f2e18,d_531c852674,d_84772ae936,d_ba5ca18f99,d_6090bc3aeb
q_65a4e80ad4,d_04ba7f2e18,d_531c852674,d_6090bc3aeb,d_b25f50310e,d_a9a59816ed
q_6632dabada,d_21e0ba1f08,d_6090bc3aeb,d_864ea6a455,d_61c2d77c65,d_6c4d07449c
q_6676a01b93,d_289c761157,d_fe79ac9d04,d_e84594b7e4,d_f786a55c3e,d_feb3b27190
q_66d7088b29,d_f9946fb039,d_9d7c376f06,d_943e25b499,d_2a93df0cd3,d_b5c5cd5746
q_66feb64bd7,d_6c8b749b65,d_fb0f7e9797,d_b5693161c2,d_647812641b,d_20bb12859e
q_67dc9305b3,d_6c4d07449c,d_21e0ba1f08,d_6090bc3aeb,d_346e3b3d50,d_cc4fd16867
q_67e991f1db,d_addeb51081,d_7ca81d60bb,d_aee4be7cac,d_61e313b506,d_0e189b18aa
q_692ae9152a,d_b25f50310e,d_4a9981e720,d_4e77c29dc6,d_61e313b506,d_4d31bd4af0
q_693c7f45b8,d_7738d86d5c,d_67a9ff3a20,d_2e1da709f9,d_384357bef5,d_2c14115663
q_6985827159,d_c8ea5907a4,d_59010427c0,d_ff78d23d5d,d_61e313b506,d_f9572383d4
q_6b865557f3,d_40fbbf0fca,d_68874c6ad6,d_f8b2945e8d,d_a1369d3009,d_721df03545
q_6b964671f1,d_4e8802e636,d_f8b2945e8d,d_66ca9ede7e,d_2696b56a1c,d_b5fe279406
q_6be1479b7e,d_f7409819ca,d_ce94f32ecd,d_f5d1f4d96b,d_847075be4b,d_2eea1a7eec
q_6c3ab2b4a2,d_4a9981e720,d_04ba7f2e18,d_b25f50310e,d_531c852674,d_4e77c29dc6
q_6cffa78398,d_f8b2945e8d,d_68874c6ad6,d_40fbbf0fca,d_dd87e5ff2d,d_af7e1ac3a5
q_6d64b78f0f,d_4a9981e720,d_4e8802e636,d_5e801f8663,d_66ca9ede7e,d_4d31bd4af0
q_6d8a674f77,d_58f5048e9c,d_61c2d77c65,d_40fbbf0fca,d_0216234592,d_975b84fe77
q_6e159f62aa,d_6c22be023d,d_d58bcac2e4,d_ff78d23d5d,d_4754c12753,d_6c4d07449c
q_6e19f1f372,d_61e313b506,d_48b105390f,d_4e77c29dc6,d_d235ca1c7e,d_a9a59816ed
q_6e2796f61c,d_2a93df0cd3,d_ff78d23d5d,d_7ebe65fe6b,d_d0b30d09b3,d_10a96e4ee5
q_6e340ae428,d_c7a07af3d0,d_e5a8c96f07,d_b2f62b4d48,d_2fd632e362,d_b74758c0fc
q_6e4b1b5c4e,d_e8a3e8a9f6,d_6c8b749b65,d_de01daec14,d_61e313b506,d_20bb12859e
q_6e6af61817,d_48b105390f,d_addeb51081,d_61e313b506,d_9697d8c629,d_40fbbf0fca
q_6f1d4e2855,d_04ba7f2e18,d_531c852674,d_4a9981e720,d_cc4fd16867,d_21e0ba1f08
q_6f38f8c66b,d_721df03545,d_f8b2945e8d,d_b5fe279406,d_a1369d3009,d_68874c6ad6
q_701568f093,d_e418fd6561,d_48b105390f,d_6d053161ab,d_083198d02d,d_61e313b506
q_70b1ee13ef,d_addeb51081,d_d235ca1c7e,d_48b105390f,d_61e313b506,d_68874c6ad6
q_711932f178,d_f8787907b3,d_74af7b613e,d_67a9ff3a20,d_de01daec14,d_f5245eda62
q_71d5b0a25c,d_4e8802e636,d_f8b2945e8d,d_66ca9ede7e,d_68644240fa,d_40fbbf0fca
q_71f641b340,d_3837ffb996,d_a3ea97ebfc,d_48b105390f,d_6c4d07449c,d_57e93fc894
q_7331434f45,d_f8b2945e8d,d_8c0aaf2600,d_c7a07af3d0,d_182cd61ac0,d_48b105390f
q_733357e37f,d_addeb51081,d_67a9ff3a20,d_06ec9a20c4,d_2e1da709f9,d_f8787907b3
q_7343ce0229,d_04ba7f2e18,d_031bb856af,d_b5693161c2,d_b74758c0fc,d_84772ae936
q_7367fd4465,d_d0b30d09b3,d_7ebe65fe6b,d_04962ca9ed,d_4c46f69ee7,d_10a96e4ee5
q_7446f392b3,d_04ba7f2e18,d_4a9981e720,d_40fbbf0fca,d_6090bc3aeb,d_4e77c29dc6
q_7481747765,d_6c22be023d,d_68644240fa,d_d58bcac2e4,d_48b105390f,d_915e9c379c
q_74a408bed5,d_04ba7f2e18,d_531c852674,d_40fbbf0fca,d_4a9981e720,d_b25f50310e
q_74c067855c,d_4e8802e636,d_4d2febd25e,d_66ca9ede7e,d_87849c8689,d_f8b2945e8d
q_750acd87fc,d_289c761157,d_609e75c97a,d_fe79ac9d04,d_e84594b7e4,d_48b105390f
q_753e99469f,d_61e313b506,d_48b105390f,d_6c22be023d,d_d58bcac2e4,d_ce94f32ecd
q_75c9ecadc2,d_2e1da709f9,d_0e189b18aa,d_2c14115663,d_74af7b613e,d_384357bef5
q_766ae6cdd5,d_6c8b749b65,d_647812641b,d_a060a0b568,d_f786a55c3e,d_25550ee314
q_76ad6b12ec,d_af7e1ac3a5,d_96ddd2839e,d_a39559a85e,d_66ca9ede7e,d_9697d8c629
q_772ba6260c,d_48b105390f,d_61e313b506,d_c43cad7282,d_4a9981e720,d_04ba7f2e18
q_7799ef5eec,d_2d7e346926,d_9697d8c629,d_dd87e5ff2d,d_ce94f32ecd,d_f5d1f4d96b
q_77aeaf2013,d_9697d8c629,d_2eea1a7eec,d_ce94f32ecd,d_2d7e346926,d_f5d1f4d96b
q_77e45a2e51,d_4e8802e636,d_9d7c376f06,d_a6ac27c3d3,d_f9946fb039,d_b046507ab6
q_780e0e7ac1,d_61c2d77c65,d_58f5048e9c,d_d85afb9609,d_0216234592,d_40fbbf0fca
q_786913a9f6,d_d235ca1c7e,d_21e0ba1f08,d_48b105390f,d_61e313b506,d_6c4d07449c
q_78de826ded,d_031bb856af,d_40fbbf0fca,d_2a93df0cd3,d_7738d86d5c,d_6d053161ab
q_79417cdf09,d_fd13e8a601,d_4e8802e636,d_34d2bf272b,d_66ca9ede7e,d_2696b56a1c
q_7965d4eaa6,d_06ec9a20c4,d_384357bef5,d_177212b4b9,d_168537aacb,d_c965cc1c03
q_798e9a5ab0,d_dd87e5ff2d,d_2d7e346926,d_9697d8c629,d_9d7c376f06,d_ce94f32ecd
q_79cbd27f15,d_6c8b749b65,d_b5693161c2,d_fb0f7e9797,d_6fb615c97a,d_25550ee314
q_7a3dc08eab,d_721df03545,d_af7e1ac3a5,d_68874c6ad6,d_40fbbf0fca,d_7ca81d60bb
q_7a5c16f32d,d_a99e2c01f3,d_6c8b749b65,d_cc4fd16867,d_61e313b506,d_c10a29351e
q_7a8b30ffe7,d_af7e1ac3a5,d_2696b56a1c,d_2ffe632549,d_6c8b749b65,d_439bec7aae
q_7a931bcae8,d_9697d8c629,d_61586847b7,d_2d7e346926,d_2eea1a7eec,d_70e37b97b5
q_7aca37feed,d_48b105390f,d_61e313b506,d_21e0ba1f08,d_d235ca1c7e,d_346e3b3d50
q_7af48020a8,d_6c22be023d,d_d58bcac2e4,d_68644240fa,d_4e8802e636,d_66ca9ede7e
q_7af8da96c7,d_21e0ba1f08,d_a99e2c01f3,d_6c4d07449c,d_61e313b506,d_6090bc3aeb
q_7b81bb078d,d_864ea6a455,d_21e0ba1f08,d_cc4fd16867,d_346e3b3d50,d_0216234592
q_7b9ed3208d,d_21e0ba1f08,d_04ba7f2e18,d_61e313b506,d_48b105390f,d_6090bc3aeb
q_7c80a5f6de,d_6c8b749b65,d_3837ffb996,d_cc4fd16867,d_fb0f7e9797,d_61e313b506
q_7d0f9cf727,d_74af7b613e,d_3b103df4b8,d_874e7445b2,d_2c14115663,d_2827d40fb0
q_7d95287daa,d_d58bcac2e4,d_68644240fa,d_6c22be023d,d_2696b56a1c,d_8b90552773
q_7e3fd365bb,d_083198d02d,d_48b105390f,d_c24c04ae45,d_27974a67a7,d_04ba7f2e18
q_7e46d87b7e,d_70e37b97b5,d_3837ffb996,d_c6069f8aaf,d_6c4d07449c,d_a3ea97ebfc
q_7e84786ab3,d_06ec9a20c4,d_177212b4b9,d_2eea1a7eec,d_384357bef5,d_ede31c25ba
q_7fc4020c43,d_af7e1ac3a5,d_8b90552773,d_68874c6ad6,d_40fbbf0fca,d_d58bcac2e4
q_8038f63795,d_2d7e346926,d_61e313b506,d_ce94f32ecd,d_9697d8c629,d_3d8e1ad86f
q_80468a0747,d_61e313b506,d_af7e1ac3a5,d_996ee224b9,d_40fbbf0fca,d_d235ca1c7e
q_80bdb90c51,d_b74758c0fc,d_2a554c2599,d_6c8b749b65,d_8c0aaf2600,d_d58bcac2e4
q_8108e83ab6,d_6c8b749b65,d_647812641b,d_25550ee314,d_cc4fd16867,d_fb0f7e9797
q_81394ef640,d_6c8b749b65,d_cc4fd16867,d_25550ee314,d_20bb12859e,d_c10a29351e
q_828ce57677,d_3837ffb996,d_c6069f8aaf,d_70e37b97b5,d_57e93fc894,d_d68f4ab7ea
q_829f481a5a,d_addeb51081,d_1f74238452,d_4e77c29dc6,d_f8b2945e8d,d_a9a59816ed
q_832c294308,d_61e313b506,d_48b105390f,d_d58bcac2e4,d_6090bc3aeb,d_cc4fd16867
q_8332288ad3,d_04ba7f2e18,d_531c852674,d_c43cad7282,d_72fb6411f0,d_6090bc3aeb
q_83aad5d66f,d_8c0aaf2600,d_24d4075c2d,d_61354d07de,d_2a93df0cd3,d_0a976dd018
q_83faef37ac,d_8fbf57d7ce,d_e96752e1fe,d_8a5468809e,d_615ceb0fcb,d_61c2d77c65
q_85729c7856,d_6c8b749b65,d_addeb51081,d_a9a59816ed,d_fb0f7e9797,d_1f74238452
q_85d181572f,d_721df03545,d_68874c6ad6,d_f8b2945e8d,d_40fbbf0fca,d_5e801f8663
q_863a03c85e,d_b74758c0fc,d_435d80eff0,d_2a93df0cd3,d_61354d07de,d_84772ae936
q_867748a777,d_87849c8689,d_f8b2945e8d,d_a9dbfdbe77,d_2696b56a1c,d_66ca9ede7e
q_86b436c21b,d_b2f62b4d48,d_61586847b7,d_aee4be7cac,d_8357734cfe,d_2d7e346926
q_86e7424557,d_04ba7f2e18,d_4a9981e720,d_7fbe004327,d_531c852674,d_b25f50310e
q_86ec113f9b,d_c08928b4cc,d_d85afb9609,d_8a5468809e,d_998d99a4b7,d_e96752e1fe
q_86ee0e4a9f,d_61c2d77c65,d_58f5048e9c,d_d85afb9609,d_0216234592,d_40fbbf0fca
q_872d15a38f,d_74af7b613e,d_3b103df4b8,d_874e7445b2,d_2c14115663,d_2827d40fb0
q_88181fdd96,d_435d80eff0,d_f8787907b3,d_2e1da709f9,d_48b105390f,d_384357bef5
q_8823c685d1,d_72fb6411f0,d_956682cc66,d_48b105390f,d_04ba7f2e18,d_fac20a2a71
q_8a0785110a,d_a99e2c01f3,d_4a9981e720,d_9d7c376f06,d_46e687baa4,d_da27422935
q_8a6f5895b3,d_74af7b613e,d_3b103df4b8,d_874e7445b2,d_2c14115663,d_2827d40fb0
q_8aed72a446,d_38f04ea58d,d_46e687baa4,d_b74758c0fc,d_f04703dac6,d_a39559a85e
q_8b1a0f25c2,d_8c0aaf2600,d_61354d07de,d_b9c02c51e7,d_bd701e0a3d,d_842b2d8316
q_8b3f01814f,d_6090bc3aeb,d_531c852674,d_ca79b1b741,d_c43cad7282,d_04ba7f2e18
q_8c233f6b01,d_61e313b506,d_a9a59816ed,d_1f74238452,d_531c852674,d_384357bef5
q_8c955351f9,d_6090bc3aeb,d_21e0ba1f08,d_346e3b3d50,d_fac20a2a71,d_cc4fd16867
q_8c99cf8247,d_e418fd6561,d_61e313b506,d_59010427c0,d_b5c5cd5746,d_9d7c376f06
q_8ca6238b1e,d_58f5048e9c,d_03abd95c40,d_40fbbf0fca,d_c8ea5907a4,d_615ceb0fcb
q_8cd002294c,d_2d7e346926,d_d235ca1c7e,d_10c30d1a6c,d_61e313b506,d_8242b4ea41
q_8cf2f42fba,d_f7409819ca,d_9697d8c629,d_2d7e346926,d_f5d1f4d96b,d_9d7c376f06
q_8da9434039,d_68644240fa,d_68874c6ad6,d_40fbbf0fca,d_61e313b506,d_59010427c0
q_8e684a28ba,d_40fbbf0fca,d_7ca81d60bb,d_f8b2945e8d,d_68874c6ad6,d_e5a8c96f07
q_8ee50f8793,d_615ceb0fcb,d_8fbf57d7ce,d_c08928b4cc,d_61c2d77c65,d_58f5048e9c
q_8f2c02ff15,d_9d7c376f06,d_78a1f6f34e,d_04962ca9ed,d_f9946fb039,d_031bb856af
q_8f7fc7287d,d_6c8b749b65,d_647812641b,d_61e313b506,d_3837ffb996,d_fb0f7e9797
q_8fa45f6095,d_7c24dde995,d_6c8b749b65,d_2fd632e362,d_2696b56a1c,d_b5c5cd5746
q_8fa47d3b8b,d_0216234592,d_8a5468809e,d_58f5048e9c,d_d85afb9609,d_8fbf57d7ce
q_8fc1e33f1a,d_addeb51081,d_0e189b18aa,d_fac20a2a71,d_f8b2945e8d,d_3837ffb996
q_902c448df0,d_4e8802e636,d_66ca9ede7e,d_96ddd2839e,d_48b105390f,d_af7e1ac3a5
q_9077d654d3,d_a9a59816ed,d_f5245eda62,d_67a9ff3a20,d_b25f50310e,d_7f3cc579a7
q_9106a2b169,d_3d2e6d4fc4,d_0ef309c085,d_94f860f476,d_08b9fcee04,d_b5c5cd5746
q_912cfeb4e6,d_6c8b749b65,d_b5693161c2,d_3b12d1fbd6,d_fb0f7e9797,d_20bb12859e
q_9180910260,d_531c852674,d_48b105390f,d_61e313b506,d_74af7b613e,d_c43cad7282
q_9195cc7634,d_c8ea5907a4,d_8a5468809e,d_f5d1f4d96b,d_e96752e1fe,d_58f5048e9c
q_921a5efb38,d_addeb51081,d_f8b2945e8d,d_721df03545,d_1bb696c3c5,d_68874c6ad6
q_922830b3ef,d_864ea6a455,d_21e0ba1f08,d_6090bc3aeb,d_346e3b3d50,d_3837ffb996
q_92315cacd0,d_48b105390f,d_61e313b506,d_c43cad7282,d_531c852674,d_04ba7f2e18
q_92792fbfba,d_2d7e346926,d_ce94f32ecd,d_9697d8c629,d_48b105390f,d_61e313b506
q_94166baafd,d_c8ea5907a4,d_0216234592,d_c10a29351e,d_7f3cc579a7,d_cc4fd16867
q_944714bfc4,d_6c8b749b65,d_fb0f7e9797,d_cc4fd16867,d_25550ee314,d_0e189b18aa
q_94760083d4,d_c7a07af3d0,d_75c8924365,d_9d7c376f06,d_2a93df0cd3,d_d0b30d09b3
q_957bff4e82,d_04ba7f2e18,d_6090bc3aeb,d_4a9981e720,d_b25f50310e,d_4e77c29dc6
q_966c4ef1cb,d_e5a8c96f07,d_40fbbf0fca,d_721df03545,d_dec756449e,d_2fd632e362
q_970ef906f1,d_58f5048e9c,d_61c2d77c65,d_0216234592,d_8fbf57d7ce,d_615ceb0fcb
q_97417bd87a,d_2a93df0cd3,d_9d7c376f06,d_2f76a499e0,d_59010427c0,d_84772ae936
q_97496185cb,d_38f04ea58d,d_46e687baa4,d_7ebe65fe6b,d_f04703dac6,d_2eea1a7eec
q_983116f90b,d_346e3b3d50,d_21e0ba1f08,d_864ea6a455,d_0216234592,d_48b105390f
q_994c9d177a,d_6090bc3aeb,d_864ea6a455,d_04ba7f2e18,d_48b105390f,d_a99e2c01f3
q_9968870d3b,d_61e313b506,d_40fbbf0fca,d_996ee224b9,d_48b105390f,d_68874c6ad6
q_9996570430,d_8fbf57d7ce,d_8a5468809e,d_d85afb9609,d_c8ea5907a4,d_615ceb0fcb
q_99b84691f7,d_b74758c0fc,d_a6ac27c3d3,d_4e8802e636,d_dec756449e,d_b046507ab6
q_9a09564878,d_2e1da709f9,d_74af7b613e,d_f8b2945e8d,d_874e7445b2,d_177212b4b9
q_9adeeffcfc,d_0216234592,d_ba5ca18f99,d_58f5048e9c,d_61c2d77c65,d_c08928b4cc
q_9b504b13d3,d_6c4d07449c,d_21e0ba1f08,d_3837ffb996,d_346e3b3d50,d_a3ea97ebfc
q_9ba1747fe3,d_eb1e8c0b16,d_089dba84fa,d_c054bdf5f6,d_ec6dba6435,d_4754c12753
q_9c173a30a2,d_48b105390f,d_21e0ba1f08,d_61e313b506,d_6c4d07449c,d_fac20a2a71
q_9d9348d8c8,d_f8b2945e8d,d_5e801f8663,d_40fbbf0fca,d_68874c6ad6,d_87849c8689
q_9e5598b674,d_6c22be023d,d_48fa1cfb1b,d_d58bcac2e4,d_ba14b433ab,d_4754c12753
q_9ed81082a5,d_48b105390f,d_d235ca1c7e,d_67a9ff3a20,d_531c852674,d_2e1da709f9
q_9f2c7e75a1,d_6090bc3aeb,d_864ea6a455,d_6c4d07449c,d_a3ea97ebfc,d_21e0ba1f08
q_9f719f8d49,d_68874c6ad6,d_40fbbf0fca,d_f8b2945e8d,d_af7e1ac3a5,d_721df03545
q_a019493d8b,d_6c8b749b65,d_61e313b506,d_d235ca1c7e,d_ba5ca18f99,d_fb0f7e9797
q_a073e9f91b,d_39fd780536,d_61e313b506,d_a060a0b568,d_d58bcac2e4,d_48b105390f
q_a111caff84,d_4e8802e636,d_66ca9ede7e,d_2696b56a1c,d_fba8d61ef9,d_68644240fa
q_a1674536b6,d_2d7e346926,d_61e313b506,d_3d8e1ad86f,d_9697d8c629,d_f5d1f4d96b
q_a1e0203661,d_48b105390f,d_61e313b506,d_d235ca1c7e,d_b25f50310e,d_a9a59816ed
q_a3a4de6f82,d_25550ee314,d_fb0f7e9797,d_6c8b749b65,d_647812641b,d_2eea1a7eec
q_a3baaa3df2,d_346e3b3d50,d_21e0ba1f08,d_6c4d07449c,d_864ea6a455,d_a99e2c01f3
q_a401724a90,d_031bb856af,d_ed1d7dc298,d_9d7c376f06,d_2a93df0cd3,d_f9946fb039
q_a415326161,d_c43cad7282,d_a39559a85e,d_0e189b18aa,d_a9a59816ed,d_3429a1a6eb
q_a4e71c981c,d_21e0ba1f08,d_04ba7f2e18,d_6c4d07449c,d_531c852674,d_61e313b506
q_a4fd2ca237,d_61e313b506,d_48b105390f,d_6c8b749b65,d_31ef7f91a8,d_647812641b
q_a51005e925,d_61e313b506,d_531c852674,d_1f74238452,d_48b105390f,d_a9a59816ed
q_a52c0d425b,d_48b105390f,d_d235ca1c7e,d_61e313b506,d_8242b4ea41,d_08a83ffb98
q_a554730824,d_7738d86d5c,d_1e525dd61f,d_74af7b613e,d_2c14115663,d_3b103df4b8
q_a56ef60e1c,d_e96752e1fe,d_8a5468809e,d_d85afb9609,d_dec756449e,d_7a75d1b6d8
q_a633f3619e,d_eb1e8c0b16,d_089dba84fa,d_c054bdf5f6,d_ec6dba6435,d_fc984e20de
q_a6bd6bad48,d_531c852674,d_c43cad7282,d_27974a67a7,d_04ba7f2e18,d_08a83ffb98
q_a6c1bb9e9f,d_04ba7f2e18,d_531c852674,d_48b105390f,d_a9a59816ed,d_c43cad7282
q_a6e152bac5,d_25550ee314,d_fb0f7e9797,d_6c8b749b65,d_d68f4ab7ea,d_48b105390f
q_a740c57a15,d_a39559a85e,d_3429a1a6eb,d_0e189b18aa,d_c43cad7282,d_04ba7f2e18
